play_name,goal,stage,difficulty,impact,channels,summary,trigger,actions,sop
Abandoned Form Follow-Up,Lead to Meeting,Pre-Sales,Easy,Medium,"Email, Text, Mail, Events, Ads, Chat, Phone","Half of all website forms are left unfinished and not submitted. Maybe the prospect got distracted or they weren’t ready to talk to a rep. Following up on abandoned forms (partially filled forms) can boost your lead volume by 100% — and you can capture emails from these forms in real-time using ZoomInfo's FormComplete.
Through FormComplete, these emails are enriched with the prospect's name, title, job function, level, and associated company data, including potential Buying Committee membership. 
Marketing teams can nurture these leads or retarget them with ads, while sales teams follow up on ",- Identify forms abandoned by contacts or companies within your ICP,"'- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Implement FormComplete
- Set up ZoomInfo's FormComplete on website forms
- Configure to capture partial form fills and abandonments

## 2. Define Target Criteria
- Establish criteria for identifying high-value partial form fills
- Set parameters for ICP (Ideal Customer Profile) alignment

## 3. Automated Lead Capture
- Monitor for partial form fills and abandonments
- Trigger data enrichment process in ZoomInfo

## 4. Data Export and Enrichment
- Export captured leads to CRM/MAT/SEP
- Enrich contact and company data using ZoomInfo

## 5. Lead Segmentation
- Categorize leads based on form type and completion level
- Determine appropriate follow-up strategy for each segment

## 6. Campaign Enrollment
- Create targeted nurture campaigns relevant to partially completed forms
- Enroll captured leads into appropriate campaigns

## 7. Multi-Channel Engagement
- Implement retargeting ads based on form interaction
- Assign high-value leads to SDRs for personalized follow-up

## 8. Performance Tracking
- Monitor conversion rates from partial to complete form fills
- Track engagement metrics across nurture campaigns and retargeting efforts

## 9. Continuous Optimization
- Regularly review and refine form capture criteria
- Adjust follow-up strategies based on performance data

## 10. Compliance and Data Privacy
- Ensure all data capture and usage complies with relevant regulations
- Implement proper opt-out mechanisms in follow-up communications"
Trial Provisioning Flow,Lead to Meeting,Pre-Sales,Intermediate,High,"Email, Text, Mail, Events, Ads, Chat, Phone","Multiple inbound leads from a single prospect account may indicate that they face recurring business challenges that your product can solve. An email sequence offering a free trial and targeted to high-placed decision-makers at the account can start a useful conversation.
Acknowledging a heavy number of inbounds from a company and offering to support the issues that need to be fixed creates an opportunity to show the value of your product or service. Noticing inbound lead patterns and targeting higher-ups at an account takes advantage of data known about a prospect, increasing the chance of a ",- Identify accounts where more than one inbound lead received from a single account,"- Source expanded set of contacts which meet your persona definition
- Send records to your CRM
- Assign to a User
- Enroll in Trial Offer campaign 
- Set up an auto-provisioned trial offer","## 1. Set Up Trigger Monitoring
- Configure system to identify accounts with multiple inbound leads
- Establish threshold for triggering the play (e.g., 2+ leads from same account)

## 2. Contact Expansion
- Define target persona criteria for the account
- Use ZoomInfo to source additional contacts matching the criteria

## 3. CRM Integration
- Export expanded contact list to CRM
- Assign contacts to appropriate sales team members

## 4. Trial Offer Campaign Setup
- Create email sequence for trial offer
- Customize messaging to acknowledge multiple inbound leads

## 5. Auto-Provisioning System
- Set up automated trial provisioning process
- Ensure seamless user experience for trial activation

## 6. Multi-Channel Engagement
- Implement outreach across various channels (email, phone, ads, etc.)
- Coordinate messaging across all touchpoints

## 7. Lead Nurturing
- Develop content strategy for trial period
- Set up automated follow-ups and check-ins

## 8. Performance Tracking
- Monitor trial activation and usage metrics
- Track progression from trial to meeting/demo

## 9. Optimization Loop
- Analyze performance data and gather feedback
- Refine targeting criteria and messaging based on results"
Pre-Meeting Aircover,Meeting to Opportunity,Pre-Sales,Easy,Medium,Ads,"For upcoming demos, identify the buying committee at the prospective company and target them with display ads. When they’re surfing around the web, make sure that they see your ads everywhere. This can be done by adding the company to a ZoomInfo Marketing Audience to deploy a digital advertising campaign.
This will make you more present in their world and give you a share of their thought process. The ad copy shouldn't mention the meeting — but use your standard value props for this persona. It’s a subliminal thing. By the time you meet, you’re already familiar to them.",- Identify contacts scheduled to attend meetings,"- Source expanded set of contacts which meet your persona definition related to upcoming meeting attendees
- Send records to your CRM
- Assign to a Account Owner
- Enroll in Pre-Meeting Aircover Campaign","## 1. Identify Meeting Attendees
- Extract contact information for scheduled meeting attendees
- Expand list to include additional contacts matching target persona

## 2. CRM Integration
- Upload identified contacts to CRM system
- Assign contacts to appropriate Account Owner

## 3. Create Pre-Meeting Aircover Campaign
- Design ad campaign with standard value propositions
- Ensure ad content is persona-specific without mentioning the meeting

## 4. Set Up ZoomInfo Marketing Audience
- Create a dedicated audience for the prospect company
- Add identified contacts to the Marketing Audience

## 5. Launch Digital Advertising Campaign
- Deploy ads across relevant digital platforms
- Set campaign duration to run up until the scheduled meeting

## 6. Monitor Ad Performance
- Track impressions, clicks, and engagement rates
- Adjust ad placements or content as needed for optimal visibility

## 7. Pre-Meeting Preparation
- Brief sales team on the running ad campaign
- Provide insights on any observed ad interactions

## 8. Post-Meeting Analysis
- Assess meeting outcomes in relation to the aircover campaign
- Gather feedback from sales team on perceived impact

## 9. Continuous Improvement
- Analyze campaign effectiveness across multiple meetings
- Refine audience targeting and ad content based on performance data"
Meeting No-Shows,Meeting to Opportunity,Pre-Sales,Expert,High,"Email, Text, Phone","A certain percentage of prospects will always fail to show up to a pitch meeting, but you shouldn’t let these leads slip away. 
Set up notifications in your CRM for prospects that didn’t show up to meetings. Dedicate a team (typically new SDRs) to reach out to no-shows by phone and email immediately after meetings for the last seven days. From days eight through 20 after the no-show, other reps can try to re-engage the prospect through calls and emails. This will keep your product top-of-mind and increase the likelihood of a closed-won opportunity.",- Identify a company or contact does not attend confirmed meeting,"'- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify No-Shows
- Set up notifications in CRM for missed meetings
- Export no-show data to designated business system (CRM, MAT, SEP, CSV)

## 2. Immediate Follow-Up (Days 1-7)
- Assign no-shows to dedicated team (typically new SDRs)
- Initiate phone and email outreach immediately after missed meeting
- Make up to 3 follow-up calls on day 1, 2 calls on day 2, and 1 call per day on days 3-7

## 3. Extended Engagement (Days 8-20)
- Transition outreach to other sales reps
- Continue re-engagement efforts through calls and emails
- Implement multi-channel approach (email, text, phone)

## 4. Campaign Enrollment
- Create targeted campaign for no-shows (optional)
- Enroll no-show contacts into the campaign

## 5. Data Management
- Update contact and company records with outreach results
- Utilize Chorus Conversation AI for insights on engagement

## 6. Performance Tracking
- Monitor re-engagement success rates
- Track conversion from no-show to rescheduled meeting

## 7. Process Optimization
- Analyze patterns in no-show data using Dynamic ABM Audiences
- Refine outreach strategy based on performance metrics

## 8. Team Training
- Educate team on best practices for no-show follow-up
- Share successful re-engagement tactics across the sales organization

## 9. Continuous Improvement
- Regularly review and update the no-show recovery process
- Adjust approach based on evolving market trends and customer feedback"
Pre-Meeting Confirmation,Meeting to Opportunity,Pre-Sales,Intermediate,Medium,"Email, Text, Phone","Meeting confirmation is the first step toward closing the deal. If possible, send an invite while you’re on the phone with the prospect and try to get them to accept the meeting. If you can’t get confirmation on the phone, work to have it accepted by the end of the day. If it isn’t accepted by the end of the day, email the prospect, send a text to the lead’s mobile phone number, or give the prospect a quick call. For strategic accounts, consider sending a gift or a gift card. 
Once accepted, send a reminder email the night before the meeting. If there's no response, call the day of the meeting",- Identify contacts where a meeting is currently scheduled within 3 days,- Enroll all attendees and buying committee tied to opportunity into Pre-Meeting Confirmation campaign,"## 1. Identify Upcoming Meetings
- Monitor scheduled meetings within the next 3 days
- Compile list of attendees and buying committee members

## 2. Enroll Contacts in Confirmation Campaign
- Set up automated campaign for pre-meeting confirmation
- Add all identified contacts to the campaign

## 3. Initial Confirmation
- Attempt to confirm meeting while on the phone with prospect
- If not possible, follow up for confirmation by end of day

## 4. Multi-Channel Follow-Up
- Email prospects who haven't confirmed
- Send text message to lead's mobile number
- Make quick phone call if necessary

## 5. Strategic Account Engagement
- Consider sending gifts or gift cards to high-value prospects

## 6. Pre-Meeting Reminders
- Send reminder email the night before the meeting
- Call day-of to reconfirm if no response to email

## 7. Last-Minute Confirmation
- Leave voicemail if call goes unanswered
- Send text message expressing anticipation for meeting

## 8. Final Automated Reminder
- Set up automated email 10 minutes before meeting
- Include Zoom link or other relevant meeting details

## 9. Track Confirmation Rates
- Monitor response rates across different channels
- Adjust strategy based on most effective confirmation methods

## 10. Continuous Improvement
- Regularly review and refine confirmation process
- Update messaging and timing based on feedback and results"
Pre-Meeting Survey,Meeting to Opportunity,Pre-Sales,Intermediate,Very High,"👩‍💻 In-App, Email, Chat","This is one of the biggest plays we run at ZoomInfo. You’ve scheduled a demo and want to make sure that people show up for it. Send out a qualification survey ahead of the demo meeting. You’ll see a huge increase in show rate for those who take it and know more about them before you meet. 
If someone spends time filling out the survey, they’re both interested in the product and invested in the process. You'll see a 90% show rate for people who fill out the entire survey.",- Identify contacts where a meeting is currently scheduled within 3 days,"- Source expanded set of contacts based on meeting invite titles
- Send records to your CRM
- Assign to a User
- Create survey to capture areas of interest and product affinity
- Enroll in Pre-Meeting Survey campaign","## 1. Identify Upcoming Meetings
- Monitor CRM for meetings scheduled within next 3 days
- Extract meeting invite titles and participant information

## 2. Expand Contact List
- Use meeting invite titles to source additional relevant contacts
- Add new contacts to CRM

## 3. Create Pre-Meeting Survey
- Design qualification survey to capture areas of interest and product affinity
- Ensure survey is concise and relevant to upcoming meeting

## 4. Set Up Automated Campaign
- Create ""Pre-Meeting Survey"" campaign in CRM/marketing automation tool
- Configure campaign to send survey to all meeting participants

## 5. Assign Responsibility
- Designate team member to oversee survey responses and follow-up

## 6. Deploy Multi-Channel Outreach
- Send survey via email
- Implement in-app notifications for existing users
- Utilize chat functionality for immediate engagement

## 7. Monitor Survey Completion
- Track survey response rates
- Identify participants who complete entire survey

## 8. Analyze Survey Results
- Review responses to understand prospect interests and pain points
- Prepare tailored talking points for upcoming meeting

## 9. Adjust Meeting Strategy
- Modify demo content based on survey insights
- Prepare for higher engagement with survey respondents

## 10. Measure and Optimize
- Track show rates for survey respondents vs. non-respondents
- Continuously refine survey questions and outreach strategy based on performance"
"Completed Meeting, No Opportunity",Meeting to Opportunity,Pre-Sales,Intermediate,Medium,"Email, Events, Ads, Text, Phone","Sometimes you make a great connection and run an engaging demo, but the prospect isn’t ready to move forward. Maybe they need more time, or more budget, or want to look at other vendors before committing.  

It may be a missed opportunity, but it’s not a closed one. Run this play to keep the lead warm until they are able to complete the purchase. 

To run the Completed Meeting, No Opportunity play, identify your point of contact and anyone else you met and enroll them in a nurture campaign with softer, informative calls to action. Sharing content is a great way to stay top of mind with prospec","- A meeting is conducted with a point of contact at an account, but no opportunity is created in your CRM.","- Enroll point of contact who completed the meeting in a soft, educational content campaign.","## 1. Identify Completed Meetings

- Review CRM for recent meetings without associated opportunities
- Flag relevant point of contacts for follow-up

## 2. Prepare Educational Content

- Curate soft, informative content relevant to prospect's needs
- Develop a sequence of educational materials for nurturing

## 3. Create Nurture Campaign

- Set up an automated email campaign in your marketing automation tool
- Include varied content types (e.g., whitepapers, case studies, webinars)

## 4. Enroll Contacts

- Add flagged contacts to the nurture campaign
- Include any additional stakeholders from the meeting

## 5. Implement Multi-Channel Outreach

- Configure additional touchpoints (e.g., ads, events, text messages)
- Ensure consistent messaging across all channels

## 6. Set Follow-Up Reminders

- Schedule periodic check-ins with the prospect
- Set alerts for significant company events or changes

## 7. Monitor Engagement

- Track interaction with nurture content
- Identify signals of renewed interest or changing circumstances

## 8. Adjust Approach

- Modify content or cadence based on engagement data
- Prepare for re-engagement when prospect shows increased interest

## 9. Opportunity Reassessment

- Regularly evaluate prospect's status for potential opportunity creation
- Be prepared to quickly transition from nurture to active sales process"
Podcast Mention,Meeting to Opportunity,Pre-Sales,Intermediate,Very High,"Email, Text, Phone, Ads,👩‍💻 In-App, Chat, Events","With Podcast Mention Signals, you will be notified when a key prospect or person of interest has discussed topics relevant to your business in a podcast. 
Imagine that you work for cybersecurity startup. One of your target account’s CEO recently spoke about their need to strengthen cybersecurity on a podcast. With this new Signal, you can boost your outreach by referencing those concerns and offering a tailored solution that addresses their security gaps. This is going to be a timely and highly relevant way to start engaging with your prospects.",- Identify Podcast Mention signals for a Key prospect within your ICP and or Target Account,"'- Discover a set number of ZoomInfo contacts which meet your contact filters  
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify Podcast Mention Signals
- Set up alerts for key prospects within ICP or Target Accounts
- Configure system to monitor relevant podcasts and topics

## 2. Contact Discovery
- Define contact filters based on target criteria
- Use ZoomInfo to discover a predetermined number of matching contacts

## 3. Data Export and Integration
- Export discovered contacts from ZoomInfo
- Import records into business system (CRM, MAT, SEP, or CSV)

## 4. Lead Assignment
- Automatically assign new leads to appropriate sales team members

## 5. Campaign Enrollment (Optional)
- Create targeted campaign referencing podcast mention
- Enroll discovered contacts into the campaign

## 6. Multi-Channel Outreach
- Implement outreach strategy across various channels (email, text, phone, ads, etc.)
- Personalize messaging based on podcast content

## 7. Follow-up and Engagement
- Monitor prospect responses and engagement
- Schedule follow-up actions based on initial interactions

## 8. Conversion Tracking
- Track progress from initial contact to meeting scheduled
- Monitor conversion rates from meeting to opportunity

## 9. Performance Analysis
- Analyze effectiveness of podcast mention-based outreach
- Adjust strategy based on conversion data and feedback

## 10. Continuous Improvement
- Regularly refine podcast monitoring criteria
- Update outreach messaging based on successful conversions"
Lost Deal Re-Engage,Opportunity to Close,Pre-Sales,Easy,Medium,"Email, Text, Mail, Events, Ads, Chat, Phone","Every sales rep has been there. You work on closing a prospect for weeks, you finally discuss pricing, and at the last second, they back out. Mark them closed-lost and automate a sales flow to re-engage the opportunity after 90 days have passed. 
Use a B2B data intelligence platform like ZoomInfo to identify and reach out to other key decision-makers at the account — also known as Buying Committee members — in addition to your original contact. This will increase the closed-won rate of good-fit opportunities that were previously considered dead.",'- Identify companies with previous opportunities marked Lost and a period of time has passed (3+ months),"'- Wait for a period of time
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Identify Lost Deals
- Configure system to flag deals marked as ""Closed Lost""
- Set up trigger for 90-day time lapse after closed lost date

## 2. Data Preparation
- Export lost deal data from CRM
- Enrich contact and company information using ZoomInfo

## 3. Buying Committee Identification
- Use ZoomInfo to identify additional key decision-makers
- Create a list of potential buying committee members

## 4. Ad Campaign Setup
- Design targeted ad campaign for lost deal accounts
- Configure ad platform for account-based marketing

## 5. Email Outreach Preparation
- Craft re-engagement email templates
- Set up automated email sequence in marketing automation tool

## 6. Multi-Channel Campaign Launch
- Initiate ad campaign targeting lost deal accounts
- Begin automated email outreach to original contact and buying committee

## 7. Lead Assignment
- Automatically assign re-engaged leads to appropriate sales reps

## 8. Follow-Up Tracking
- Monitor engagement across channels (email opens, ad clicks, etc.)
- Set up alerts for high-engagement activities

## 9. Performance Analysis
- Track re-engagement rates and new opportunity creation
- Analyze success factors for won re-engaged deals

## 10. Continuous Improvement
- Refine re-engagement timing based on performance data
- Adjust messaging and approach for optimal results"
e-Sign Follow Up,Opportunity to Close,Pre-Sales,Intermediate,Very High,"Email, Text, Phone","Say you've been working on an opportunity for months and all you need to close the deal is a signed contract from a key stakeholder. But 48 hours have passed and the contract hasn’t been signed. Maybe new priorities have popped up or your main contact is waiting on final approval from higher-ups. 
An automated, executive-authored email can handle the heavy lifting required to stay on top of the situation and prevent the deal from stalling. You can set the response time based on your industry, relationship with the customer, complexity of the deal, etc. This high-level messaging can be just the","- CDP could potentially handle this as a trigger.,- Take action on recent docusign signatures, by document type, by sender","'- Wait for a period of time
- Determine behavior based on Company, Contact, Opportunity or Activity data
- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)

- Add contacts to tracker with an origin tag (optional)","## 1. Configure DocuSign Integration
- Set up connection between DocuSign and ZoomInfo SalesOS
- Define triggers for unsigned contracts after 48 hours

## 2. Prepare Executive Email Template
- Draft email template from sales leader or executive
- Emphasize urgency and offer additional support

## 3. Set Up Automated Workflow
- Configure wait time (e.g., 48 hours) after contract sent
- Set conditions based on company, contact, or opportunity data

## 4. Implement Trigger Action
- Automate sending of executive email to contract recipients
- Include personalization based on recipient data

## 5. Data Export and Assignment
- Export relevant data to CRM or other business systems
- Assign follow-up tasks to appropriate sales team members

## 6. Optional Campaign Enrollment
- Create follow-up campaign for unsigned contracts
- Enroll contacts into campaign if needed

## 7. Contact Tracking
- Add contacts to tracker with origin tags
- Monitor engagement with follow-up communications

## 8. Multi-Channel Follow-Up
- Implement additional outreach via phone or text if needed
- Coordinate timing of multi-channel communications

## 9. Performance Analysis
- Track contract signing rates and time-to-sign metrics
- Analyze effectiveness of executive-sponsored follow-ups

## 10. Continuous Refinement
- Adjust wait times and email content based on performance data
- Optimize workflow based on industry-specific insights"
Stalled Opportunity,Opportunity to Close,Pre-Sales,Easy,High,"Email, Text, Mail, Events, Ads, Chat, Phone","Just because an opportunity was created by a sales rep doesn’t mean it’s chugging along toward becoming a closed deal. Track deal progress to make sure things keep moving. When a stalled opportunity is identified (e.g., no movement for 30 days), have an executive on your team send an email that includes a clear call to action. You can automate this with custom messaging and a special offer.","- Identify opportunities who have been in same stage with no engagement for a given period of time.
- Take action on deals identified by Chorus to have a Risk Signal","- Source expanded set of contacts which meet your persona definition related to buying committee members
- Send records to your CRM
- Assign to a Account Owner
- Enroll in Stalled Opportunity Campaign","## 1. Identify Stalled Opportunities
- Set up automated tracking of opportunity stages
- Define criteria for ""stalled"" (e.g., 30 days without movement)

## 2. Configure Risk Signal Detection
- Integrate Chorus Conversation AI for risk signal analysis
- Set up alerts for identified risk signals

## 3. Expand Contact Database
- Use ZoomInfo to source additional buying committee contacts
- Enrich contact data for comprehensive outreach

## 4. Prepare Executive-Sponsored Email
- Draft template for VP of Sales or executive outreach
- Include personalized messaging and special offer

## 5. Automate CRM Updates
- Export stalled opportunities and new contacts to CRM
- Assign opportunities to appropriate Account Owners

## 6. Set Up Stalled Opportunity Campaign
- Create multi-channel campaign (email, text, ads, etc.)
- Enroll identified contacts in the campaign

## 7. Implement Outreach Sequence
- Trigger executive-sponsored email as first touch
- Follow up with additional channels based on response

## 8. Monitor Engagement and Progress
- Track recipient interactions across all channels
- Identify opportunities showing renewed activity

## 9. Adjust and Optimize
- Analyze campaign performance metrics
- Refine messaging and offers based on response data

## 10. Continuous Review
- Regularly assess stalled opportunity criteria
- Update risk signals and triggers as needed"
Multi-threading Opportunities,Opportunity to Close,Pre-Sales,Easy,High,"Email, Text, Mail, Events, Ads, Chat, Phone","The average opportunity has five stakeholders. If you are only working with one, you have a single point of failure. The goal of this campaign is to identify additional decision-makers that could keep an opportunity alive should your current contact lose interest, leave the company, or doesn't have the clout to get the deal done. 
After seven days (or an appropriate time period for your sales cycle), use ZoomInfo or another data provider to identify other decision-makers at the account. Send them a follow-up sequence from the account executive.",- Identify opportunities with no additional contacts added in the first 10 days after opportunity creation,"- Discover expanded set number of contacts based on primary opportunity contact
- Send records to your CRM
- Assign to a User
- Enroll in Multi-threading Opportunity campaign","## 1. Identify Opportunities with Single Contact

- Monitor new opportunities in CRM
- Flag opportunities with only one contact after 10 days

## 2. Expand Contact Set

- Use ZoomInfo or similar tool to discover additional decision-makers
- Focus on finding 3-5 stakeholders per opportunity

## 3. CRM Integration

- Export newly discovered contacts to CRM
- Ensure proper tagging and association with existing opportunity

## 4. Assign Expanded Contacts

- Automatically assign new contacts to appropriate account executive

## 5. Multi-threading Campaign Setup

- Create targeted follow-up sequence for newly added contacts
- Customize messaging to reference ongoing conversation with colleague

## 6. Campaign Enrollment

- Enroll new contacts in multi-threading opportunity campaign

## 7. Multi-Channel Engagement

- Implement outreach across various channels (email, phone, etc.)
- Tailor approach based on stakeholder role and preferences

## 8. Monitor and Adjust

- Track engagement levels of newly added contacts
- Adjust strategy based on response and involvement

## 9. Continuous Improvement

- Regularly review effectiveness of multi-threading approach
- Refine contact discovery process and campaign messaging as needed"
Competitor Mentions,Opportunity to Close,Pre-Sales,Expert,High,"Email, Text, Mail, Events, Ads, Chat, Phone","When researching technology, buyers often encounter tons of information about available options. But they don't always get the full picture of how one solution compares to another. 
When a competitor is mentioned on a sales call, set up an automated nurture program that highlights the advantages of your product over that competitor's product. This allows you to inform the buyer about your solution relative to the competitive landscape, regardless of the individual sales rep.",- Identify companies or contacts which met a Chorus Tracker criteria,"'- Discover a set number of ZoomInfo contacts which meet your contact filters  
- Filter records using external business systems (Salesforce, HubSpot, Dynamics, Marketo, etc) to reduce the records to meet specific criteria
- Add the Company to a MarketingOS Audience to deploy a digital advertising campaign","## 1. Set Up Competitor Mention Tracking
- Configure Chorus Tracker to identify competitor mentions
- Establish criteria for triggering the workflow

## 2. Define Target Audience
- Set parameters for ZoomInfo contact discovery
- Specify management level and department criteria

## 3. Automated Contact Discovery
- Trigger ZoomInfo search for up to 20 contacts meeting criteria
- Ensure focus on decision-makers in relevant departments

## 4. External Data Filtering
- Integrate with external business systems (Salesforce, HubSpot, etc.)
- Apply additional filters to refine contact list

## 5. MarketingOS Audience Creation
- Create a dedicated audience in MarketingOS
- Add filtered contacts to the audience

## 6. Competitive Positioning Campaign
- Develop digital advertising campaign highlighting product advantages
- Customize messaging based on mentioned competitor

## 7. Multi-Channel Deployment
- Activate campaign across multiple channels (email, ads, etc.)
- Ensure consistent messaging across all touchpoints

## 8. Competitive Intelligence Notification
- Flag conversations with competitor mentions
- Alert relevant team members for competitive analysis

## 9. Performance Tracking
- Monitor engagement rates and conversion metrics
- Analyze effectiveness of competitive positioning

## 10. Continuous Refinement
- Regularly update competitor differentiation points
- Adjust campaign strategy based on performance data"
Qualifying Out Opportunities,Opportunity to Close,Pre-Sales,Easy,Very High,"Email, Text, Phone","When an opportunity has been in limbo for a few months with no decision, revive it through outreach from your leadership team. By leveraging the credibility of your company leaders, you can get prospects to provide a ""yes or no"" answer on continuing to pursue your solution.
Sending automated messaging from leadership can also save time by creating a sense of urgency for the buyer to respond. Even if the prospect doesn’t want to continue — or can’t be convinced — getting a definitive answer allows you to move on and focus your efforts on companies that are more likely to buy.",- Identify opportunities which go a given period of time without stage change or new contacts attached to opportunity,"- Source expanded set number of contacts based on personas attached to existing, aged opportunity
- Send records to your CRM
- Assign to a User
- Enroll in Qualify Out campaign
- Automated emails sent via sales team and initiate a call blitz","## 1. Identify Aged Opportunities
- Set up criteria for identifying stagnant opportunities (e.g., no stage change or new contacts for X days)
- Configure system to flag these opportunities automatically

## 2. Source Additional Contacts
- Use ZoomInfo to find expanded set of contacts based on existing opportunity personas
- Import new contacts into CRM

## 3. Assign and Prepare
- Automatically assign flagged opportunities to designated users
- Set up ""Qualify Out"" campaign in CRM/marketing automation tool

## 4. Execute Multi-Channel Outreach
- Initiate automated email sequence from leadership team
- Organize call blitz for sales team to follow up

## 5. Track Responses
- Monitor prospect engagement across channels
- Log definitive answers (continue or discontinue) in CRM

## 6. Decision Making
- For positive responses, re-engage and update opportunity stage
- For negative responses, close opportunity and update reason

## 7. Analyze and Optimize
- Review effectiveness of outreach methods
- Adjust messaging and cadence based on response data

## 8. Refine Process
- Regularly review criteria for flagging aged opportunities
- Update contact sourcing parameters as needed

## 9. Performance Reporting
- Generate reports on qualification outcomes
- Use insights to improve overall sales process and forecasting"
Persona Expansion,Opportunity to Close,Pre-Sales,Intermediate,High,"Email, Text, Mail, Events, Ads, Chat, Phone","When a new lead comes in through a high-value web form, you should also pursue the rest of the stakeholders who influence purchasing decisions at the company. Today, many purchasing decisions are handled by committees and not individuals. This expanded campaign will inform a wider audience about your product, get buy-in at multiple levels, and accelerate the sales process. 
To save time and avoid a missed opportunity, trigger automated emails to Buying Committee members right after their colleague fills out the form.",- Identify ZoomInfo Contacts which now meet your Saved Search company filter criteria,"'- Export
- Send records to your business system (CRM, MAT, SEP, CSV) 
- Assign to a User
- Then enroll in a Campaign (optional)","## 1. Set Up Web Form Tracking
- Identify high-value web forms on your website
- Configure form tracking and enrichment with ZoomInfo

## 2. Define Buying Committee Criteria
- Establish saved search parameters for target companies
- Set contact criteria for buying committee members

## 3. Automated Contact Discovery
- Monitor for new form submissions from high-value leads
- Trigger buying committee discovery process in ZoomInfo

## 4. Data Export and Enrichment
- Export discovered buying committee contacts to CRM/MAT/SEP
- Enrich company and contact data as needed

## 5. Lead Assignment
- Automatically assign new leads to appropriate sales team members

## 6. Campaign Enrollment
- Create targeted email campaign for buying committee members
- Enroll discovered contacts into the campaign

## 7. Multi-Channel Engagement
- Implement outreach across various channels (email, phone, ads, etc.)

## 8. Performance Monitoring
- Track engagement and conversion metrics for expanded personas
- Measure impact on sales acceleration

## 9. Continuous Optimization
- Regularly review and refine buying committee criteria
- Update campaign messaging based on feedback and results"
Replace Deal Champion,Opportunity to Close,Pre-Sales,Intermediate,High,"Email, Phone, Ads, Mail","How often have you spent time and resources to build up a champion at an account, only for them to make a career move and leave? Losing your strongest connection doesn’t mean you have to lose the account. 

The Replace Champion Play is a great way to stay on top of accounts that might be at risk when your main point of contact leaves. It identifies up to 20 contacts at the account and drops them into a nurture campaign. This sets you up to reach out and quickly build a relationship with your next champion.",- A tracked champion starts a new role at another company,"- Identify up to 20 new contacts from the account
- Enroll them in a nurture campaign to develop a new champion
- Assign the appropriate sales representative to reach out and build relationships","## 1. Track Champion Movement
- Set up alerts for tracked champions' job changes
- Monitor for champion departures from current accounts

## 2. Rapid Response Activation
- Trigger Replace Deal Champion play upon champion departure
- Notify assigned sales representative

## 3. New Contact Identification
- Utilize ZoomInfo to identify up to 20 new contacts within the account
- Focus on roles relevant to buying committee

## 4. Contact Data Enrichment
- Gather comprehensive data on new contacts
- Enrich contact profiles with relevant information

## 5. Nurture Campaign Setup
- Design tailored nurture campaign for new potential champions
- Configure campaign in marketing automation tool

## 6. Campaign Enrollment
- Add identified contacts to nurture campaign
- Ensure proper segmentation and personalization

## 7. Multi-Channel Outreach
- Implement outreach strategy across email, phone, ads, and mail
- Coordinate timing and messaging across channels

## 8. Sales Representative Assignment
- Assign appropriate sales representative to the account
- Brief representative on account history and current status

## 9. Relationship Building
- Initiate personalized outreach from sales representative
- Schedule introductory calls or meetings with potential new champions

## 10. Progress Monitoring
- Track engagement metrics for nurture campaign and sales outreach
- Identify most responsive contacts for focused attention

## 11. New Champion Identification
- Assess potential champions based o"
